course,semester,year,exam_type,question,marks
M.Sc. IT,1,2022,Regular,Discuss Breadth first search in detail Ill What is Knowledge based agent? Discuss the different approaches to knowledge representation Discuss different application of Expert system II What is NLP? Discuss different steps of natural language processi,10
M.Sc. IT,1,2022,Regular,What is the use of Layout Manager class Explain any one with example Write a short note on JFrame Explain types of JDBC driver in brief What is use of Calendar control? Explain any five property (with possible values) of it with example Explain Pagin,0
Unknown,2,2022,Regular,"How activities are implemented? Demonstrate using proper code and explanation. ; Why Android is so popular? Justify its popularity features wise. js id in details, Explain hist. f android in ; ; Why layout ” required in Android? Illustrate relative l",30
Unknown,2,2022,Regular,Discuss the advantages of MongoDB What is NoSQL? Discuss the use of NoSQL in Industry Discuss aggregateO in MongoDB with example in details How to Create and Drop Database and Collection in MongoDB Explain Relationships in MongoDB Explain MapReduee i,8
Unknown,2,2022,Regular,"Explain Insert, update and Delete Document in MongoDB with example. » Explain Insert, ‘GQ sD i terms: Database, Collection, Document, ObjectID . efine the ing: (ANY Tw (08) ‘ Answer the followine"" © 0) A Explain Regular expression with example in Mon",6
Unknown,2,2022,Regular,"Discuss extensibility mechanism . lo you with suitable example. . 3 Answer the following? How could you model the associane ane zation relationship? Be Whatis a elation ship? Define dependency Explain the stereotypes used in dependen, cy. sagt 1 e 4 ",30
Unknown,2,2022,Regular,"Explain in brief Explain razor code expressions, Explain data context class in detai), Explain following attributes which impacts on the schema of the database. 1 Foreign Key How WEBAPI Routing config work? Explain ActionResult type in brieg What is ",6
Unknown,2,2022,Regular,"Explain HTTP verbs in) deta! gom WE) How to return JSON data f"" YFBAPI controller? Explain using example. sing J How to Consume WEBAP! using QUERY ajax(y?",30
Unknown,2,2022,Regular,Write down advantages of Servlet What is navigation in JSF? Explain any one What is hibernate? Write down advantages of it Write a servlet program which show the use of handling POST request Write down the difference between CGT ang Servlet Write a s,0
Unknown,2,2020,Regular,"Explain with C# code to upload .zip file Describe types of column fields supported by GridView control Explain Login, LoginStatus and LoginName controls Explain SOAP and REST protocols in brief State differences between Web Service and WCF Service Ex",0
Unknown,2,2023,Regular,What is MongoDB? Discuss the advantages of MongoDB in brief How to Insert and Delete Document in MongoDB explain with example Explain the aggregate() method in MongoDB with example Explain the Heatmaps and Scatter Charts in brief Discuss the MongoDB ,0
M.Sc. IT,2,2022,Regular,Explain supervised machine learning in detail Explain the steps of ML framework for developing model. os fp What is linear regression? Explain linear regression in detail. ao Explain the various terms of confusion matrix in brief What is LASSO? Expla,9
M.Sc. IT,2,2022,Regular,"Explain in brief. b Explain ROC curve and AUC in detail, c What is chart? Explain Gain chart in detail",6
M.Sc. IT,2,2022,Regular,Explain multi linear regression in detail. 5,9
M.Sc. IT,2,2022,Regular,Explain KNN in detail with proper example. rt vector machine algorithm in detail. b_ Explain suppo: . jem? What is use of File? Explain different file operation mode Write in detail about Regular Expressions How to create dataframe using cgy_ diction,6
M.Sc. IT,2,2022,Regular,Discuss various types of 4#ta formats Answer the following: (Any Two) : (09) What is the use of charts? Explain any two'excel charts in detail,6
M.Sc. IT,3,2022,Regular,"Describe parent(), parents(), parentsUntil 0. «methods i in brief Describe textQ and valQ) methods in details. * Explain sliding ‘methods of Query to create simple animation effects on image. : What are the features of React? Explain each in brief De",0
B.Sc. IT (CS),1,2024,Regular,Write the full form of VPN Why is it important for privacy? Why is evidence preservation critical in digital forensics? What is the use of hashing in digital signature Define phishing and explain the various types of phishing attacks? How the TOR Net,1
B.Sc. IT (CS),1,2024,Regular,"What are the steps involved in exploiting the SSH port using Metasploit? [4] [2,4] tl 15] P Describe the different types of penetration testing and their applications? 15] {1 I [5] Q How does a Gmail phishing attack work, and what are the ways to pro",0
B.Sc. IT (CS),1,2019,Regular,"Which are the ways to secure cloud storage? Explain in detail i2p Discuss cryptography functions Explain Digital Signature in detail Discuss digital evidence collection procedure. 9) RN se i Explain mobile forensics in details Explain malware, phishi",12
B.Sc. IT (CS),1,2023,Regular,Discuss about various authentication mechanism?06co2 BTL 3 Q.3 (Any Two) t2 1Write a short note on types of Penetration testing? 06co4 BTL 4 2What is VAPT? discuss the types of VAPT? 06co4 BTL 3 JExplain the XPATH Injection in detail? 06co3 BTL 2 Q.4,0
B.Sc. IT (CS),3,2019,Regular,What are the challenges in wireless network forensics? What is the difference between digital forensics and network forensics? Write any three techniques used for carrying out investigation? What is dynamical network forensics? How is it implemented?,12
B.Sc. IT (CS),3,2019,Regular,Which are the recent trends in network forensic? What are the various classifications of network forensics? Discuss merits and demerits of Wireshark What does HIPAA stands for? What are the four main purposes of HIPAA? 2 Discuss various types of IPR ,30
B.Sc. IT (CS),3,2019,Regular,What are Pros and Cons of taking Snapshot during Malware Analysis Process? What do you mean by Persistence Mechanism? Discuss different Methods to achieve persistence behavior Write a short note on Process Explorer Write a note on Inetsim and Wiresha,12
B.Sc. IT (CS),3,2019,Regular,Also explain what Hash Dumping is? ; Explain what Reverse Shell in detail How android o/s works? Explain its architecture Describe any five control of android How Burp suite works? Describe in detail Describe android startup process What is Content P,12
B.Sc. IT (CS),3,2019,Regular,How APKTool works to reverse an android application? 2 What is passive analysis? 3 Define HTTPS Proxy interception. 4 Explain android filesystem partition. 2 How to logging the logcat?,0
B.Sc. IT (CS),3,2022,Regular,Discuss about goal of Malware Analysis and write down thumb rules for Malware Analysis? What is Packed and Obfuscated Malware? 3 Explain the Structure of Virtual Machine with figure Discuss about advantages of using Virtual Machine for Malware Analys,12
B.Sc. IT (CS),3,2022,Regular,What is snapshot? What is the advantage to take snapshot during malware analysis? Write down steps to take snapshot in VM? Write a short note on AndroidManifest.XML file in detail Why ADB is important in Android? How to analyze active and passive ana,12
B.Sc. IT (CS),3,2022,Regular,Describe the features of NetworkMiner. 2,6
B.Sc. IT (CS),3,2022,Regular,Discuss the packet capture format. 2 Discuss the TCP/IP protocol suite in brief Explain benefits of ISMS in detail Discuss various Key contexts of ISO 27001 Explain Internal organization of information security in detail Discuss PCI DSS with all bene,12
B.Sc. IT (CS),3,2022,Regular,Discuss various needs for information security in brief. 2 Discuss various stage of PDCA cycle in brief. 3 Discuss Network security management in brief. 2 Discuss Internal ISMS audits in brief,6
B.Sc. IT (CS),3,2022,Regular,What is Intellectual Property Rights? Explain advantages of IPR 2,0
B.Sc. IT (CS),3,2023,Regular,Discuss its primary objectives and its importance in cybersecurity.06co1BTLl 2Discuss three common types of malware and provide an overview of their functionalities.06co1BTL2 1JExplain the concept of sandboxing in malware analysis How does sandboxing,0
B.Sc. IT (CS),3,2024,Regular,"Explain the Pros and Cons of taking 06 CO3 BTL3 Snapshot during Malware Analysis Process ? 4 | Explain Antivirus Scanning and Hashing and its 06 Cco2 BTL4 importance for,Malware Analysis. 5 | Explain how Procmon (Process Monitor) is used in 06 CO4 BT",0
MCA,1,2017,Regular,"Explaintlredifferencebetweencompilerandlnterpreter (ii) What is C Tokens? iii) Write output for the following code' void mainO{ int a,b,c,d; a:1 5; b:10; c: t*a -b, d: b++ + a; pttntf("" a:Yod b:o/od c:o/od d:70d""'a'b'c'd) ; }, (iv) Wlrat is variable?",8
MCA,1,2017,Regular,"Any Two )(A) Compare while statement Vs do statement.(B) What is array? Explain two-dimensional array with example.(C) Explain recursion with example.1. 2 Define Symbolic constant with example, State whether the following variable name is valid or no",11
MCA,1,2017,Regular,"Explain the benefits of it Explain array within structures with example D.4.GAI{PAT U]\IVERSITY 1\{ cA S EM_r EXAM^rNA rroxiir cslINTRODUCTION TO DATA N'iIi""SrSMANAGEMENT Itqv- Dec 2AL? Define Watennark Define Drop cap Write down its steps. lYrite a ",3
MCA,1,2017,Regular,"Any 2) (i) Explain any three different computing environments?(ii) Explain Upgrading and Migrating?(iii) How to do remote desktop access using windows 7. - oi Co^ ,'.-f-3\i""'3 What are Hardware requirements to install Windows 7? Explain (05) Key.feat",3
MCA,1,2019,Regular,"Explaintlredifferencebetweencompilerandlnterpreter (ii) What is C Tokens? iii) Write output for the following code' void mainO{ int a,b,c,d; a:1 5; b:10; c: t*a -b, d: b++ + a; pttntf("" a:Yod b:o/od c:o/od d:70d""'a'b'c'd) ; }, (iv) Wlrat is variable?",8
MCA,1,2022,Regular,"SECTION-I - Answer the following (8) » (A) Define : Data Abstraction , Polymorphism (B) How super keyword and this keyword works? 2 Answer the following (Any Two ) ay (A) | What is class and object? Give example of constructor overloading with suitab",11
MCA,1,2022,Regular,"Give example of abstract class with exception handling What is Package? Give example of package and class with various access modifiers Define : Tree ,Graph 5 Explain Bubble sort algorithm with example How binary search and sequential search differ w",11
MCA,1,2022,Regular,How lambda function works? Write a small program to multiply two numbers using lambda function. 2 What is Flow Control? Explain any three statements. 3 What is-String? Describe Six methods with suitable example How to handle exception? Describe with ,10
MCA,1,2022,Regular,Explain Query Processing with diagram. 2 Write a note on DBMS and SQL performance tuning in detail. 3 Write a short note on Database Query Optimization Modes. [B] What is Normalization? What is Deadlock? Discuss Deadlock Prevention in detail. 2 Discu,10
MCA,1,2022,Regular,What is PL/SQL? Write down the block structure of PL/SQL. 2 Explain IF ...ELSE.... with example. 3 What is cursor? Discuss the types of cursor. [B] What is full form of DDL? What is Trigger? Explain it with proper example 2 Discuss the use of procedu,11
MCA,1,2022,Regular,"Prove that if A and B are sets, then P(A = B) =P(A) x P(B) where P stands for the power set What is the probability that only one of them is selected? Find the age of eacher What are their ages? », toss by selling & swatch for Rs. id to earn 5% profi",11
MCA,1,2022,Regular,"Explain purpose, syntax and usage of wait and waitpid in Linux Explain purpose, syntax and usage of fork and vfork How do the Linux system calls execl and execv differ? s Answer the following Explain purpose and usage of semget, semop and semcti in L",0
MCA,2,2022,Regular,Q3 wn SECTION-I Answer the following What is HTML? List the Features of HTMLS What is CSS? Give the Syntax of CSS syntax What are tags? 2 Write Down Code For x? 2y- y Answer the following.(Any TWO) What are an Attributes? Explain Any 5 common Attribu,1
MCA,2,2022,Regular,Explain all the four types of drivers available in JDBC What is a Servlet? Explain the lifecycle methods of a servlet List all the implicit objects available in JSP and explain any 2 of them in detail. 3,1
MCA,2,2022,Regular,"Explain each of them using proper code List the various scripting elements of JSP Explain each of them along with their syntax What are Java Beans? Explain the role of beans in MVC, (2) Explain any four JSF tags with example. 4 Answer the following D",1
MCA,2,2022,Regular,Define Big Data Explain the characteristics of Big Data Explain about the architecture of Big Data Write down the Unix commands related to file creation & permissions Write down the steps to install Hadoop system on Ubuntu OS Explain terms: NameNode ,1
MCA,2,2022,Regular,Explain the characteristics of MapReduce Discuss various configuration files used in Hadoop installation Explain about the Hadoop Yarn Architecture Explain LDAP injection with Suitable example What is Cross-site scripting attack (XSS) and what are th,0
MCA,2,2023,Regular,Que 3. a teilou SECTION-I Answer the following What do You mean by intent? List out all gradient’s types Give names of Tools available in SDK What is Layout? Explain any two layouts in details Answer the following (Any Two) What is Android? Explain L,11
MCA,2,2023,Regular,Write short note on (any 2) automation testing tools: a) Katalon Studio b) Selenium c) Appium 5 Answer the following (Any Two ) ql) (A) Write down steps to configure selenium Webdriver (Java or Python) Discuss Architecture of Selenium Web Driver with,5
MCA,2,2023,Regular,Write a short note on Implicit and Explicit wait for Selenium Python?,0
MCA,2,2018,Regular,Give real-life examples of the Stack' -..cwnit is Queue? fxfiiain the operations that we can perform on queue WhatisaLinkedList?Listoutthedifferenttypesoflinkedlist,8
MCA,2,2018,Regular,Explain array in detail. questions' (Any Two) Explain Circular Queue with example' Explain PrioritY Queue in detail' Explain any one type of linked list with example' SECTION.II 4 Answdr the following questions in brief' (A) Define the terms related ,10
MCA,2,2018,Regular,ExPlain java Package in brief' fiI,10
MCA,2,2018,Regular,Discuss new Form elements with suitable example Explain HTML5 media elements in brief Explain <canvas> element with suitable example List out the new features of HTML5 Draw the Structurar Erements in HTML5 and exprain it Define the term ApI and expla,4
MCA,2,2018,Regular,"Describe IPv4 Address, Classes and its Classifications Define these terms: Network Address Describe in brief : Loopback IPv4 Addresses, HTTP, SMTP Explain in details : Unicast, Multicast, Broadcast, WWW, BOOTP Give the full form : ICMP,IGMP question.",10
MCA,2,2018,Regular,"Explain lNF,2NF, BCNF u'ith exampie' Explain structure of DBMS in brief What is Entity in database?",10
MCA,2,2018,Regular,"Explain how to create ,update view rvith exampie Explain like operator in oracle with example Explain types of set operators with example"" Explain group by clause with having, ro,up and cube operator B What is Dump Function? What you should do and do",0
MCA,3,2017,Remedial,"What is Package? WhY? 3 List out all states of Thread Lif-e cycle' 3'WhatiSabstractclass?Explainitwithsuitableexample Any TWO) 1' Why Dynamic Dispatch Methods in java? How to implernent?(08) ,,,)i ;,'liQ-'4 Explain all advantage of String Bu[[er clas",1
MCA,3,2017,Remedial,"Define: Timeline Charls izl What is Software Review? i:) Define : Behavioral Testing i;i What is WebApp's Performance Testing? Anslver the following Questions'(An1' Trvo) Explain Risk Expos""tt Gp) :P I C with example' p.i.riU"" basic piinciples for So",1
MCA,3,2017,Remedial,How should one plan one's presentation to make it effective?,6
MCA,3,2017,Remedial,Explain the Structure of Job Application and Resume What is oProposal'? Discuss the objectives of Proposals in short How does a research paper help spread knowledge of newer developments? What isthe present agc of Ra.ieev? tlreir. ages are iri theles,4
MCA,3,2017,Remedial,"Ho$ tnanl riords can be fbrmeci rrl:,""*g all letters olthe rvord ,lNDIA.? ;::J[i:i:,.:f ro,, .on,..,,ti, e *,.,,,,.',"",uers is 27 hree)In ho* rrar\ \\a-\s a cornnrittee of! r,ernbers can be serected fi.orn 6 rnerr (09) and -s ladies. consisting of 3 ",0
MCA,3,2017,Regular,What is clifference between managed code and unmanaged code? ts What is CLS? Explain use of foreach loop rvith example Explain Arraylist collection in short Explain .net framework architecture with figure. b Explain switch statement with example and ,1
MCA,3,2017,Regular,"GANPAT {JNIVERSITY lu.c.A. sE&{-IIr EXAMTNATION (CBCS) P13A5QAI., ; QIJANTIT,{TIVE AFTITUNE AND LOGICAL REASOIqING loursl Nov- Dec 201? tTota! vlarks: 60 Instruc[ions: ,2<"".*,';, ' Explain ry*pes of numbers system' il Find his gain Yo' tAl (AnY Two) ",1
MCA,3,2017,Regular,Explain any two,1
MCA,3,2017,Regular,Discuss irorrr to wr.ite an effective job application.4 Discuss cjifferent rypes of proposals,0
MCA,3,2018,Regular,"How JIT works? Exptain CTS in short' C,.statethereturntypeofConsote'Read()andConsole.Readl,ine()methods? D"" What is use of destructor? Explain .net framework architecture with figure' b ExPlain iunrp statements of C#' c What is an array'i E'xplain tw",10
MCA,3,2018,Regular,Give very small demo,11
MCA,3,2018,Regular,Wtrrt is mlrltilevel inheritance? Draw the sketch and write suitable code with exPlanation,11
MCA,3,2018,Regular,"AnY Two) Explain aPPlets in detail' e'J;;.#'ple 9f event handling with check boxes' How to create PoPuP menus? What is comUo'-boxi-tt'ow-to toiO your data into that control? Short note on ""LaYout Managers""' Wflut is ""Resultset""?",6
MCA,3,2018,Regular,Q-s.SBCTION.I L What is CSS responsive? Explain the viewport in brief' U What ls Angutarls? Discuss features of AngularJS' (AnY Two) I Explain rnedia query with suitable example' ILDefinetypesofeverrtsinhtrnl5.Explainarrytwoeventswithitsatftibutes. i,2
MCA,3,2018,Regular,"Define white box and black box testing' A*t*ut ttte followEng (AnY Two) Exptain clifferent types of risks' -WhatisprojectschedulinE?ExplainbasicPrinciplesof project scheduling W[at nLtrrL-rer shoLrld come next?1. 2 Find out Wronq Pattern Zru, WE !E H",8
MCA,3,2018,Regular,"What is the Present age ofRajeev? Find trre gairr earrred b.v hirn at the tr,r,o transaction Firrd the average of flrst 40 natural nLrrrbers?Il Find the simple interest on Rs.68,000 at l6 213%o per allnLl1l.l for g rronths.III Find the value of (i) 6",1
MCA,3,2018,Regular,Draw a sample Define Resume Discuss Draft a Resume to register your candidature against the vacancy fol the post of a Progtammer in a reputed IT company What is Research? Explain Title and Abstract as essential parts of a research paper What is Resum,2
MCA,3,2019,Regular,"SECTION.I 1. .(A) f)escribe tlre inheritance concept of Cl#.(B) \lrhat is Access lr4odifiersl)(C) \\/hat is Coliection? l,isr oLit the pro;:erries of Array List.(D) what is a constructor? what are tlre various types of constructors?2 ANy TWO ) (A) wh",2
MCA,3,2019,Regular,"Ten y;;; ago, the ratio of their ages was 1:5' What is Hiral's father's age at Present?",8
MCA,3,2019,Regular,"What is the share of B? If A alone can dar7s, in how many daYs can B in 2 minutes 30 certain rate for 3 Years' would have fetched Rs'day?(4) A and B together can comPlete comPlete the same work in 12 alone comPlete the work?",1
MCA,3,2019,Regular,"If the interest rate is increased by 3o/o, it would amount to how much?",1
MCA,3,2019,Regular,Write each section in separate answer book. 3,1
MCA,3,2019,Regular,"List out Types of Server What are the appropriate uses of MIME ? What do you mean by Subnet Masks ?. 2 Define Network Topologies and discuss advantage and disadvantage of Bus Network Topologies Discuss VLAN conf,guration in switch. 3 Describe the var",2
MCA,3,2019,Regular,Define ICMP Describe importance of iptables What is the purpose of DHCp ? Discuss Domain Name System (DNS) Explain vfutualization architecture Ansrver the follorving (1) Define Big Data AnalYtics' A; What is Business Process Management? Statehowcloud,1
MCA,3,2019,Regular,"Averagenumberofcttstomersrn,hOarelike}yt0returntheitenrs (e}Thevarianceandthestandarddeviatiorralthenltmberolreturns. ,4,SECTION-TI "" (i) What is co-relation anaiysis'l Explain it n'ith suitable positive anci negative cofrelation' (ii) V,/hat is ,i*t",11
MCA,3,2019,Regular,"Explain the steps for Multiple Linear Building. f""tgc & ""t 1",0
MCA,3,2022,Regular,List applications of machine learning What is ‘training Set' and 'test Set' in a Machine Learning Model? Answer the following: (Any Two) Explain classification algorithm: k-Nearest Neighbour (KNN) Discuss how random forest work? Explain strengths and,10
MCA,3,2022,Regular,Write a short note on Scikit-Learn library for machine learning Write short note on the k-Means Method with example Explain support and confidence in brief What is recommender system? Explain all types of recommender system Explain collaborative filt,0
MCA,4,2017,Regular,"Role of PHP GD LibrarY"" {2} Defitre : setCookie0 flrnction (3i How to access PHP OOPS class Members? i How $-POST is differ frorn $-GET' Ansrver the follorving Questions.(Any'Iwo) What is PHP? Describe Features of PHP Script' Explain include and incl",3
MCA,4,2017,Regular,"Questions'(Any Two) ff""* C*""fgP MVC works? write a pHp sffipt * ;;reEl, D:parfin:lts data using PDO' How DOM APt is Work? Give ExamPte' ,ii'Ti,'1il'*ffi,fii; t, bv defaurt weu-formed xML file.(True/False) AnsrverthefollowingQ.uestions'(11-v-L::"") Des",10
MCA,4,2017,Regular,"List or-rt ASP.NET Iv{VC Version history, in brief iii) Define the ter:m : ViewData and'tr'empData (iv) What is Fornrs? List out tlrc http rnethotls Lrsing Forrns. i(A) Anslver the follorving: (Any'Ts,o) (i) Wliat is r\SP.NEI MVC? ii) Wirat is Razrir",1
MCA,4,2017,Regular,List out any four request headers. 2 Give any two rriethods that can specify status code in servlet'i 3 I{ow to send clier.rt data to server? Explain. 2 Horv to rxanage session? Describe. i 3 What is MVC'? Explain it with suitable example. 2 Describe,1
MCA,4,2017,Regular,"ANy Two )A' what is Missing oataz ilow to Handle Missing Data? Describe Data Reduction Strategies in details.c' ilLHIJ'e different steps of .{ttribut""-oriented Inductio, with proper example 4 Why Data Mining? C.6.W_hat is Frequent pattern Analysis? W",10
MCA,4,2017,Regular,"I?] List out phases of SOA delivery Lifecycle.(4) Types of Business Services. r .euestions.(Any Trvo)Horvloose coupling piir.ipt"", lnt""r-.""tut"" with other principles?Describe Service Layer Abitraction What are Components of SOA and How they Inter_rel",2
MCA,4,2017,Regular,Q-2 (A) s.(Any Trvo)1) Explain the model for internetwork securify.2) Discuss the TCp session hijacking in brief.3) Write a short note on Digital signature.(B) What is the UDP hijacking?,10
MCA,4,2017,Regular,Discuss the nature of virus. s Write the short note on secure electronic transaction Discuss the pretty good privacy in brief What is a trusted system? s Discuss the firewall design principles in deep Explain various security services in detail Discu,10
MCA,4,2017,Regular,Explain any List-out the types of E-Commerce business mbdt four Explain any three phases of it. titi ort the myths of ERP Explain any four myths' Explain Enterprise Application Integration' Explain the following (ANY TWO ) Hidden Cost Material Manage,0
MCA,4,2018,Regular,"Explain different data types in PHP Explain creating session with example Explain creating cookies with example' What is function overriding? Write steps to create table,insert,update ,delete in to table with example Explain Prepared PDO statement wi",10
MCA,4,2018,Regular,"List c,ut types erf navigation. !^,/nite dcrwn expression language syntax in l5F. l-ist out basic htrnl tag in JSF Explain life cycle of ISF in detall AnY Two) what is Bear-i? Explain @ManagedBean rvith exannple What is Data warehouse? Explain charac",0
MCA,4,2019,Regular,What is Open source technology? Explain the processing of PHP' (i1) Explain any four shing functions with suitable example' (A) (i) (ii) (ii')4 AnY Two) Explain Super global variables with suitable example' Write short note on Session and oookies in ,8
MCA,4,2019,Regular,"Any Two) What is session? How can you handle iffiGive MVC example with ,,RequestDispatcher Give example of database ""preparedstatement,, with yourown query.(1 1) 4.(A) 4.(B) 5.SECTTON-II List out JSF Bean Scopes Give any basic example of database ope",6
MCA,4,2019,Regular,Data Cleaning (2) Types of SamPling (3) Define Concept Hierarchy with example (4) Data Mart 2.(A) Questions.(Any Two)' fil What is Data Warehouse? Explain its Characteristics' (2) Explain the three tier Data warehouse Architecture' (3) What is OLAP?,1
MCA,4,2019,Regular,What is Noise?,1
MCA,4,2019,Regular,"i Exptain secure d.rh;t;.;oirr?r*o) w*h sreps and fisure.2. 3.{1 r) l""iy, :'"" :l.j:l t -oy,n g Explain ]VRes of Firewallr'fi itt, ;o;;"",Exptain Secure Socket fuy""i fSiii'with its protocots List out Management leYels' m Give the full form:[i] TPS liil",0
MCA,5,2017,Remedial,Differentiate. minsdkv€rsion vs maxsdkVersion Syntaxofpermissionandroidapplicationrequires Explain oPtions menu AnY One) What is context? What is stYle? AnY Two) Draw diagram of activity lifecycle' Elaborate different types of progress bars' How can ,1
MCA,5,2018,Remedial,Explain diff-erent adornments of Association relationship What is roor and leaf class? Explain how to dralv a class cliagram for a system rvith its corrrron uses. 3 Explain Actor and Usecase Explain Forking and Joining Explain Arrifacr and Node How r,1
MCA,5,2018,Remedial,"Howcan*"".hung""htmlelements?Explainitbyfollowing' element. attribute ele ment. stYl e",1
MCA,5,2018,Remedial,How can we display fields using findQ method? Explain with(3) Explain $sum and gavg expressions of use and examples,1
MCA,5,2018,Remedial,"Explain Collection, Document and Field with proper example What is Objectld? Explain it with proper example",2
MCA,5,2018,Remedial,"Draw an Android architecture. 2 Any TWO) l. \\/hat is.{ctii,ity'? Discuss allthe events of android activity life cycle. 2 Give exanrple of Options ancl Context menu in your activity. 3 What is Dialog box?",1
MCA,5,2018,Remedial,"I{ow to send data fi.om one activity to another activity? Explain. 2"" What is pennission? Explain its types with suitable example"" Q - 5 Altsrver the lbllorving Describe: Cohtent ['rovider 2 What is WebView? Explain all ways to browse data frorn WebV",1
MCA,5,2018,Remedial,"Explain trigger rvith suitable exanrple.(ii) What is a package? Explain package with exarnple""(iii) what is procedure?",0
MCA,5,2018,Regular,Describe Armshong's Axioms to derive FD Explain Conceptual Schema Tuning,1
MCA,5,2018,Regular,Describe BCNF with example,1
MCA,5,2018,Regular,Explain PL/SQL.In built Exception with Example Write a PL/SQL that show the use of any loop structure,1
MCA,5,2018,Regular,Write a difference between style & theme What is auto complete text view? How it's different from multi auto complete text view? List out all dialogs List out all gradients types. .(Any TWO) Short note on: Architecture of Android OS What is resource?,10
MCA,5,2018,Regular,Explain any two with example in Java ScriPt Explain different form validation with proper example' m Define types of decision making statements Q-2. tBI What is JSON? Explain getElementByldQ and getElementsByClassNameQ with proper r. ;.ffi#;roendchil,0
MCA,5,2019,Regular,SECTION.I 1.(A) Do as directed.(1) TPC-A and TPC-B(2) 2PC (3) Anomalies(4) Data Consistency 2.(A) Questions.(Any Trvo)(l) Describe BCNFwith exarnple.(2) How index is useful for search Query? Describe with proper example.(3) Explairr Architecture for ,1
MCA,5,2019,Regular,"SECTION-I Answer the foltrowing (1) What is UML and where can the UML be used? What do you understand by Multipliciry? Define Iterative and incremental Process State the putposes of making a model Explain interface, type and role with suitable exampl",1
MCA,5,2019,Regular,"Draw a Use Case Diagram for Online Course Regishation System What do you understand by Sequence Diagram? Draw a Sequence Diagram showiag the flow of control involved ia initiating a simple, two- party phone cal1.(3) Discuss collaboration diagram with",1
MCA,5,2019,Regular,Discuss Activity Diagram with a suitable example What is component? Discuss types of component aad compcnent diagram in detail Discuss deployrnent diagram with a suitable example,11
MCA,5,2017,Regular,"Answer the follorving Questions'(Any Two) ;;iri"" Armstrong's Axioms that are used to prove FD' f)escribe 3NF with ExamPle' Ho* trro** is useful ftr search Query? Justiff with Example'{{}8i (1{}) (B) ' (1) What is Benchnrarking? 3.(A) Questions'(Any T",10
MCA,5,2017,Regular,"Do as Directed.(1) Examples of Imrrlir.it r.\^n ^--r n does not exisis.Ioy XrrPe and %RowT1.pe works?Define: Transaction s.(A) Answer the foltowi Ex pl ai n Gen e ri ^ o,-.Tf Q-' *1t1o-':t-' $ny Twc) Explain Generic S,.""t r4ussrrurlS'(Anv 'I'w0 How F",2
MCA,5,2017,Regular,What is the use of file output stream? Where preferences are stored? Give example of inserting record in SQLite database What is AsyncTask? Explain its methodsl Can you create your own content provider? Justify Show different ways of loading data in ,11
MCA,5,2017,Regular,"Explain Location object with properties and methods using example. 3 Explain foiiowing metnods of Array object sort|, filter$, concatQ, pop0 Expiain addEventlisrener0, removeEventListenerQ methods with example SECTION.II(11) 5.Ansrver the fo!lowing.(",11
MCA,5,2017,Regular,Explain Embedded Relationships and Referenced Relationships with proper example. 6,1
MCA,5,2017,Regular,"Explain it with proper example What is Text Search? How to enable, create, use and delete Text index? Explain it with proper examples Discuss forward and reverse engineering in brief' Ansrver the following: (AnY Two) Discuss UML basic building blocks",0
